Skipping chr1:1-9898, already analyzed...
Skipping chr1:2890640-2892871, already analyzed...
Skipping chr1:2893372-2894736, already analyzed...
Skipping chr1:2895237-2899651, already analyzed...
Skipping chr1:2900152-2906946, already analyzed...
Skipping chr1:2907447-2912622, already analyzed...
Skipping chr1:2913123-2917007, already analyzed...
Skipping chr1:2917508-2922863, already analyzed...
Skipping chr1:2923364-2925202, already analyzed...
Skipping chr1:2925703-2931387, already analyzed...
Skipping chr1:2931888-2934237, already analyzed...
Skipping chr1:2934738-2940263, already analyzed...
Skipping chr1:2940764-2947602, already analyzed...
Skipping chr1:2948103-2951713, already analyzed...
Skipping chr1:2952214-2954879, already analyzed...
Skipping chr1:2955380-2958551, already analyzed...
Skipping chr1:2959052-2963689, already analyzed...
Skipping chr1:2964190-2978163, already analyzed...
Skipping chr1:2978664-2982233, already analyzed...
Skipping chr1:2982734-2986617, already analyzed...
Skipping chr1:2987118-2995072, already analyzed...
Skipping chr1:2995573-2999392, already analyzed...
Skipping chr1:2999893-3005434, already analyzed...
Skipping chr1:3005935-3010336, already analyzed...
Skipping chr1:3010837-3016891, already analyzed...
Skipping chr1:3017392-3020386, already analyzed...
Skipping chr1:3020887-3029059, already analyzed...
Skipping chr1:3029560-3035248, already analyzed...
Skipping chr1:3035749-3041169, already analyzed...
Skipping chr1:3041670-3050406, already analyzed...
Skipping chr1:3050907-3055776, already analyzed...
Skipping chr1:3056277-3061197, already analyzed...
Skipping chr1:3061698-3065060, already analyzed...
Skipping chr1:3065561-3069987, already analyzed...
Skipping chr1:3070488-3075452, already analyzed...
Skipping chr1:3075953-3080378, already analyzed...
Skipping chr1:3080879-3084998, already analyzed...
Skipping chr1:3085499-3088824, already analyzed...
Skipping chr1:3089325-3091905, already analyzed...
Skipping chr1:3092406-3094802, already analyzed...
Skipping chr1:3095303-3098345, already analyzed...
Skipping chr1:3098846-3104588, already analyzed...
Skipping chr1:3105089-3111501, already analyzed...
Skipping chr1:3112002-3116093, already analyzed...
Skipping chr1:3116594-3120205, already analyzed...
Skipping chr1:3120706-3127500, already analyzed...
Skipping chr1:3128001-3132402, already analyzed...
Skipping chr1:3132903-3136152, already analyzed...
Skipping chr1:3136653-3139894, already analyzed...
Skipping chr1:3140395-3146004, already analyzed...
Skipping chr1:3146505-3150225, already analyzed...
Skipping chr1:3150726-3153519, already analyzed...
Skipping chr1:3154020-3159248, already analyzed...
Skipping chr1:3159749-3164424, already analyzed...
Skipping chr1:3164925-3168402, already analyzed...
Skipping chr1:3168903-3175494, already analyzed...
Skipping chr1:3175995-3180578, already analyzed...
Skipping chr1:3181079-3185824, already analyzed...
Skipping chr1:3186325-3193103, already analyzed...
Skipping chr1:3193604-3197557, already analyzed...
Skipping chr1:3198058-3205543, already analyzed...
Skipping chr1:3206044-3211906, already analyzed...
Skipping chr1:3212407-3220280, already analyzed...
Skipping chr1:3220781-3223702, already analyzed...
Skipping chr1:3224203-3228417, already analyzed...
Skipping chr1:3228918-3232536, already analyzed...
Skipping chr1:3233037-3236519, already analyzed...
Skipping chr1:3237020-3240679, already analyzed...
Skipping chr1:3241180-3243326, already analyzed...
Skipping chr1:3243827-3247921, already analyzed...
Skipping chr1:3248422-3251606, already analyzed...
Skipping chr1:3252107-3259661, already analyzed...
Skipping chr1:3260162-3262932, already analyzed...
Skipping chr1:3263433-3266707, already analyzed...
Skipping chr1:3267208-3271494, already analyzed...
Skipping chr1:3271995-3275844, already analyzed...
Skipping chr1:3276345-3279574, already analyzed...
Skipping chr1:3280075-3284138, already analyzed...
Skipping chr1:3284639-3287032, already analyzed...
Skipping chr1:3287533-3293186, already analyzed...
Skipping chr1:3293687-3299086, already analyzed...
Skipping chr1:3299587-3305691, already analyzed...
Skipping chr1:3306192-3308064, already analyzed...
Skipping chr1:3308565-3311398, already analyzed...
Skipping chr1:3311899-3314743, already analyzed...
Skipping chr1:3315244-3318005, already analyzed...
Skipping chr1:3318506-3321622, already analyzed...
Skipping chr1:3322123-3326467, already analyzed...
Skipping chr1:3326968-3333247, already analyzed...
Skipping chr1:3333748-3335962, already analyzed...
Skipping chr1:3336463-3341364, already analyzed...
Skipping chr1:3341865-3347117, already analyzed...
Skipping chr1:3347618-3351566, already analyzed...
Skipping chr1:3352067-3356402, already analyzed...
Skipping chr1:3356903-3361126, already analyzed...
Skipping chr1:3361627-3364475, already analyzed...
Skipping chr1:3364976-3369001, already analyzed...
Skipping chr1:3369502-3376569, already analyzed...
Skipping chr1:3377070-3382326, already analyzed...
Skipping chr1:3382827-3385953, already analyzed...
Skipping chr1:3386454-3397808, already analyzed...
Skipping chr1:3398309-3401531, already analyzed...
Skipping chr1:3402032-3404329, already analyzed...
Skipping chr1:3404830-3408586, already analyzed...
Skipping chr1:3409087-3414117, already analyzed...
Skipping chr1:3414618-3417782, already analyzed...
Skipping chr1:3418283-3422456, already analyzed...
Skipping chr1:3422957-3425916, already analyzed...
Skipping chr1:3426417-3430415, already analyzed...
Skipping chr1:3430916-3438159, already analyzed...
Skipping chr1:3438660-3441234, already analyzed...
Skipping chr1:3441735-3443263, already analyzed...
Skipping chr1:3443764-3451943, already analyzed...
Skipping chr1:3452444-3456470, already analyzed...
Skipping chr1:3456971-3461132, already analyzed...
Skipping chr1:3461633-3464104, already analyzed...
Skipping chr1:3464605-3466643, already analyzed...
Skipping chr1:3467144-3469406, already analyzed...
Skipping chr1:3469907-3473497, already analyzed...
Skipping chr1:3473998-3476290, already analyzed...
Skipping chr1:3476791-3481324, already analyzed...
Skipping chr1:3481825-3486324, already analyzed...
Skipping chr1:3486825-3489147, already analyzed...
Skipping chr1:3489648-3491386, already analyzed...
Skipping chr1:3491887-3495310, already analyzed...
Skipping chr1:3495811-3505424, already analyzed...
Skipping chr1:3505925-3508182, already analyzed...
Skipping chr1:3508683-3514722, already analyzed...
Skipping chr1:3515223-3518719, already analyzed...
Skipping chr1:3519220-3522917, already analyzed...
Skipping chr1:3523418-3525252, already analyzed...
Skipping chr1:3525753-3532332, already analyzed...
Skipping chr1:3532833-3540487, already analyzed...
Skipping chr1:3540988-3543141, already analyzed...
Skipping chr1:3543642-3546742, already analyzed...
Skipping chr1:3547243-3549063, already analyzed...
Skipping chr1:3549564-3554753, already analyzed...
Skipping chr1:3555254-3558202, already analyzed...
Skipping chr1:3558703-3561968, already analyzed...
Skipping chr1:3562469-3565437, already analyzed...
Skipping chr1:3565938-3567924, already analyzed...
Skipping chr1:3568425-3569703, already analyzed...
Skipping chr1:3570204-3571770, already analyzed...
Skipping chr1:3572271-3578056, already analyzed...
Skipping chr1:3578557-3592500, already analyzed...
Skipping chr1:3593001-3593942, already analyzed...
Skipping chr1:3594443-3596769, already analyzed...
Skipping chr1:3597270-3598419, already analyzed...
Skipping chr1:3598920-3601493, already analyzed...
Skipping chr1:3601994-3604311, already analyzed...
Skipping chr1:3604812-3612728, already analyzed...
Skipping chr1:3613229-3616276, already analyzed...
Skipping chr1:3616777-3619646, already analyzed...
Skipping chr1:3620147-3624892, already analyzed...
Skipping chr1:3625393-3628239, already analyzed...
Skipping chr1:3628740-3632397, already analyzed...
Skipping chr1:3632898-3636242, already analyzed...
Skipping chr1:3636743-3637974, already analyzed...
Skipping chr1:3638475-3639824, already analyzed...
Skipping chr1:3640325-3643462, already analyzed...
Skipping chr1:3643963-3647177, already analyzed...
Skipping chr1:3647678-3652629, already analyzed...
Skipping chr1:3653130-3654280, already analyzed...
Skipping chr1:3654781-3656314, already analyzed...
Skipping chr1:3656815-3659325, already analyzed...
Skipping chr1:3659826-3660643, already analyzed...
Skipping chr1:3661144-3662529, already analyzed...
Skipping chr1:3663030-3664646, already analyzed...
Skipping chr1:3665147-3665805, already analyzed...
Skipping chr1:3666306-3667918, already analyzed...
Skipping chr1:3668419-3673451, already analyzed...
Skipping chr1:3673952-3676128, already analyzed...
Skipping chr1:3676629-3677893, already analyzed...
Skipping chr1:3678394-3682851, already analyzed...
Skipping chr1:3683352-3683983, already analyzed...
Skipping chr1:3684484-3685075, already analyzed...
Skipping chr1:3685576-3688249, already analyzed...
Skipping chr1:3688750-3689325, already analyzed...
Skipping chr1:3689826-3691087, already analyzed...
Skipping chr1:3691588-3694368, already analyzed...
Skipping chr1:3694869-3697963, already analyzed...
Skipping chr1:3698464-3699667, already analyzed...
Skipping chr1:3700168-3705346, already analyzed...
Skipping chr1:3705847-3713473, already analyzed...
Skipping chr1:3713974-3715312, already analyzed...
Skipping chr1:3715813-3717873, already analyzed...
Skipping chr1:3718374-3719869, already analyzed...
Skipping chr1:3720370-3728294, already analyzed...
Skipping chr1:3728795-3730177, already analyzed...
Skipping chr1:3730678-3731839, already analyzed...
Skipping chr1:3732340-3734384, already analyzed...
Skipping chr1:3734885-3739096, already analyzed...
Skipping chr1:3739597-3743426, already analyzed...
Skipping chr1:3743927-3746501, already analyzed...
Skipping chr1:3747002-3747960, already analyzed...
Skipping chr1:3748461-3750088, already analyzed...
Skipping chr1:3750589-3752650, already analyzed...
Skipping chr1:3753151-3753765, already analyzed...
Skipping chr1:3754266-3756445, already analyzed...
Skipping chr1:3756946-3758532, already analyzed...
Skipping chr1:3759033-3761075, already analyzed...
Skipping chr1:3761576-3765700, already analyzed...
Skipping chr1:3766201-3768758, already analyzed...
Skipping chr1:3769259-3770541, already analyzed...
Skipping chr1:3771042-3771731, already analyzed...
Skipping chr1:3772232-3773159, already analyzed...
Skipping chr1:3773660-3775018, already analyzed...
Skipping chr1:3775519-3781082, already analyzed...
Skipping chr1:3781583-3783896, already analyzed...
Skipping chr1:3784397-3788211, already analyzed...
Skipping chr1:3788712-3791089, already analyzed...
Skipping chr1:3791590-3792553, already analyzed...
Skipping chr1:3793054-3794422, already analyzed...
Skipping chr1:3794923-3800335, already analyzed...
Skipping chr1:3800836-3807385, already analyzed...
Skipping chr1:3807886-3812695, already analyzed...
Skipping chr1:3813196-3817590, already analyzed...
Skipping chr1:3818091-3822786, already analyzed...
Skipping chr1:3823287-3829354, already analyzed...
Skipping chr1:3829855-3836455, already analyzed...
Skipping chr1:3836956-3839242, already analyzed...
Skipping chr1:3839743-3843428, already analyzed...
Skipping chr1:3843929-3847104, already analyzed...
Skipping chr1:3847605-3852069, already analyzed...
Skipping chr1:3852570-3854204, already analyzed...
Skipping chr1:3854705-3858022, already analyzed...
Skipping chr1:3858523-3860224, already analyzed...
Skipping chr1:3860725-3861582, already analyzed...
Skipping chr1:3862083-3866707, already analyzed...
Skipping chr1:3867208-3870926, already analyzed...
Skipping chr1:3871427-3874242, already analyzed...
Skipping chr1:3874743-3877337, already analyzed...
Skipping chr1:3877838-3879368, already analyzed...
Skipping chr1:3879869-3881194, already analyzed...
Skipping chr1:3881695-3883529, already analyzed...
Skipping chr1:3884030-3886783, already analyzed...
Skipping chr1:3887284-3888922, already analyzed...
Skipping chr1:3889423-3891875, already analyzed...
Skipping chr1:3892376-3896299, already analyzed...
Skipping chr1:3896800-3898430, already analyzed...
Skipping chr1:3898931-3905841, already analyzed...
Skipping chr1:3906342-3907762, already analyzed...
Skipping chr1:3908263-3912281, already analyzed...
Skipping chr1:3912782-3932516, already analyzed...
Skipping chr1:3933017-3936962, already analyzed...
Skipping chr1:3937463-3938847, already analyzed...
Skipping chr1:3939348-3941262, already analyzed...
Skipping chr1:3941763-3943571, already analyzed...
Skipping chr1:3944072-3946681, already analyzed...
Skipping chr1:3947182-3951474, already analyzed...
Skipping chr1:3951975-3958691, already analyzed...
Skipping chr1:3959192-3962088, already analyzed...
Skipping chr1:3962589-3965231, already analyzed...
Skipping chr1:3965732-3970043, already analyzed...
Skipping chr1:3970544-3974416, already analyzed...
Skipping chr1:3974917-3976099, already analyzed...
Skipping chr1:3976600-3979247, already analyzed...
Skipping chr1:3979748-3982299, already analyzed...
Skipping chr1:3982800-3984200, already analyzed...
Skipping chr1:3984701-3989246, already analyzed...
Skipping chr1:3989747-3990750, already analyzed...
Skipping chr1:3991251-3995578, already analyzed...
Skipping chr1:3996079-3999182, already analyzed...
Skipping chr1:3999683-4000439, already analyzed...
Skipping chr1:4000940-4003160, already analyzed...
Skipping chr1:4003661-4005002, already analyzed...
Skipping chr1:4005503-4006474, already analyzed...
Skipping chr1:4006975-4008788, already analyzed...
